"","season","id","name","position","team","conference","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush","averagePPA.firstDown","averagePPA.secondDown","averagePPA.thirdDown","averagePPA.standardDowns","averagePPA.passingDowns","totalPPA.all","totalPPA.pass","totalPPA.rush","totalPPA.firstDown","totalPPA.secondDown","totalPPA.thirdDown","totalPPA.standardDowns","totalPPA.passingDowns"
"275",2017,4241820,"Sam Ehlinger","QB","Texas","Big 12",390,0.13,0.109,0.187,-0.016,0.131,0.337,-0.012,0.356,50.856,31.015,19.841,-2.406,17.062,34.328,-2.95,53.805
"276",2017,3895785,"Ben Dinucci","QB","Pittsburgh","ACC",211,0.137,0.089,0.352,-0.034,0.142,0.365,0.094,0.194,29.006,15.281,13.725,-2.594,10.189,22.246,11.156,17.85
"277",2017,550357,"Thomas Woodson","QB","Akron","Mid-American",308,0.138,0.15,0.007,-0.036,0.009,0.551,0.066,0.24,42.384,42.189,0.195,-4.72,0.759,48.506,12.101,30.283
"278",2017,4039470,"Marcus Childers","QB","Northern Illinois","Mid-American",404,0.141,0.094,0.246,0.027,0.103,0.44,0.072,0.257,57.129,26.33,30.799,3.973,13.967,47.925,18.097,39.032
"279",2017,4240904,"Kellen Mond","QB","Texas A&M","SEC",314,0.143,0.104,0.281,-0.017,0.153,0.257,-0.014,0.352,44.956,25.545,19.411,-1.948,15.867,23.358,-2.518,47.474
"280",2017,4034948,"Feleipe Franks","QB","Florida","SEC",286,0.145,0.147,0.129,-0.083,0.111,0.422,0.014,0.306,41.515,37.639,3.876,-9.329,8.998,35.83,2.289,39.226
"281",2017,4045290,"Peyton Ramsey","QB","Indiana","Big Ten",296,0.154,0.236,-0.061,0.076,0.081,0.491,-0.037,0.467,45.539,50.558,-5.019,8.217,8.589,38.322,-6.775,52.314
"282",2017,4038224,"Dru Brown","QB","Hawai'i","Mountain West",457,0.156,0.124,0.574,-0.057,0.215,0.581,0.081,0.265,71.237,52.88,18.357,-9.657,32.847,68.513,22.165,49.072
"283",2017,4035409,"Zach Smith","QB","Baylor","Big 12",230,0.158,0.174,-0.094,-0.265,0.487,0.206,-0.014,0.307,36.251,37.567,-1.315,-19.602,37.964,14.612,-1.504,37.755
"284",2017,4039034,"Shane Buechele","QB","Texas","Big 12",274,0.162,0.12,0.393,0.163,0.189,0.346,0.076,0.265,44.313,27.79,16.524,15.983,15.087,28.38,11.461,32.853
"285",2017,3116144,"Clayton Thorson","QB","Northwestern","Big Ten",544,0.17,0.122,0.56,0.048,0.09,0.374,0.144,0.21,92.29,59.238,33.052,10.402,13.258,55.694,48.319,43.971
"286",2017,4240020,"James Blackman","QB","Florida State","ACC",356,0.173,0.207,-0.123,0.086,0.301,0.125,0.191,0.148,61.717,66.153,-4.436,12.487,32.495,12.007,40.403,21.315
"287",2017,3858269,"Ross Bowers","QB","California","Pac-12",523,0.177,0.173,0.238,-0.047,0.183,0.45,-0.016,0.395,92.341,85.689,6.652,-9.053,30.499,68.816,-4.464,96.805
"288",2017,550720,"Darell Garretson","QB","Oregon State","Pac-12",257,0.177,0.164,0.279,0.022,0.268,0.176,0.082,0.299,45.566,37.487,8.079,1.995,22.517,13.692,11.778,33.789
"289",2017,3125968,"Gus Ragland","QB","Miami (OH)","Mid-American",342,0.181,0.188,0.142,-0.097,0.342,0.443,0.013,0.484,61.848,54.05,7.799,-14.006,35.542,38.56,2.833,59.015
"290",2017,3914460,"John Urzua","QB","Middle Tennessee","Conference USA",238,0.182,0.174,0.306,0.126,0.131,0.372,0.031,0.39,43.281,38.997,4.284,11.841,10.775,21.601,4.322,38.96
"291",2017,3125813,"Hayden Moore","QB","Cincinnati","American Athletic",512,0.183,0.168,0.272,0.016,0.184,0.325,0.065,0.346,93.675,73.036,20.639,3.299,29.969,44.784,19.221,74.454
"292",2017,3914214,"Logan Marchi","QB","Temple","American Athletic",269,0.186,0.198,-0.012,0.037,0.046,0.537,0.132,0.262,50.114,50.29,-0.176,3.66,3.868,41.344,20.766,29.348
"293",2017,4036378,"Jordan Love","QB","Utah State","Mountain West",273,0.192,0.162,0.382,0.045,0.366,0.23,0.132,0.276,52.547,38.012,14.535,4.897,29.99,17.493,20.779,31.767
"294",2017,546706,"Shane Morris","QB","Central Michigan","Mid-American",526,0.195,0.194,0.204,-0.07,0.283,0.374,0.108,0.309,102.478,89.646,12.832,-13.415,49.156,55.717,32.069,70.409
"295",2017,550629,"Luke Falk","QB","Washington State","Pac-12",592,0.196,0.196,0.202,0.016,0.053,0.717,0.061,0.431,116.317,110.661,5.656,3.656,10.913,103.235,22.762,93.555
"296",2017,552782,"Brogan Roback","QB","Eastern Michigan","Mid-American",445,0.199,0.209,0.034,0.117,0.251,0.204,0.146,0.272,88.72,87.861,0.859,19.844,33.879,26.276,37.107,51.613
"297",2017,530478,"Thomas Sirk","QB","East Carolina","American Athletic",305,0.201,0.193,0.233,0.045,0.023,0.484,0.125,0.313,61.205,47.906,13.299,5.249,1.984,42.617,22.682,38.523
"298",2017,3916447,"Eric Dungey","QB","Syracuse","ACC",523,0.206,0.135,0.454,0.027,0.074,0.671,0.062,0.459,107.797,54.728,53.069,5.429,13.11,87.21,20.54,87.257
"299",2017,3125259,"Dallas Davis","QB","South Alabama","Sun Belt",224,0.207,0.265,-0.065,0.041,0.321,0.419,0.04,0.466,46.438,48.962,-2.524,3.332,24.41,25.129,5.424,41.014
"300",2017,3124912,"Jordan Davis","QB","Louisiana","Sun Belt",252,0.209,0.126,0.53,-0.045,0.34,0.481,-0.018,0.567,52.778,25.223,27.555,-4.958,26.211,29.355,-2.761,55.538
"301",2017,546687,"Richard Lagow","QB","Indiana","Big Ten",331,0.217,0.246,-0.187,-0.009,0.087,0.659,0.106,0.348,71.884,75.988,-4.104,-1.07,9.828,60.591,18.931,52.953
"302",2017,545757,"Tanner Lee","QB","Nebraska","Big Ten",457,0.228,0.23,0.153,0.113,0.23,0.335,0.267,0.181,103.991,101.388,2.602,16.725,34.675,47.939,65.884,38.107
"303",2017,3124981,"Tyler Rogers","QB","New Mexico State","FBS Independents",631,0.228,0.228,0.235,-0.01,0.167,0.797,0.02,0.512,144.154,131.943,12.211,-2.743,33.636,121.166,7.414,136.74
"304",2017,4038186,"Arion Worthman","QB","Air Force","Mountain West",322,0.233,0.258,0.216,0.171,0.289,0.301,0.197,0.317,74.961,32.555,42.406,22.743,30.306,21.378,44.244,30.717
"305",2017,4038524,"Gardner Minshew","QB","East Carolina","American Athletic",320,0.233,0.251,-0.277,-0.009,0.49,0.29,0.095,0.441,74.596,77.646,-3.05,-1.084,50.94,24.976,18.175,56.422
"306",2017,4037603,"Josh Jackson","QB","Virginia Tech","ACC",514,0.235,0.238,0.226,0.104,0.166,0.488,0.156,0.35,121.028,98.153,22.875,18.559,25.772,77.568,47.205,73.823
"307",2017,3123047,"Malik Rosier","QB","Miami","ACC",545,0.238,0.212,0.35,0.088,0.264,0.426,0.114,0.418,129.933,92.856,37.076,20.502,45.485,57.093,36.658,93.275
"308",2017,545683,"Brent Stockstill","QB","Middle Tennessee","Conference USA",275,0.242,0.229,0.381,0.12,0.374,0.271,0.134,0.407,66.559,57.405,9.154,12.977,33.246,19.533,22.24,44.319
"309",2017,4244029,"Jarret Doege","QB","Bowling Green","Mid-American",217,0.244,0.271,-0.095,0.134,0.092,0.724,0.154,0.385,52.878,54.402,-1.523,11.27,7.066,37.662,20.521,32.358
"310",2017,4050370,"Keon Howard","QB","Southern Mississippi","Conference USA",220,0.245,0.196,0.422,0.217,0.13,0.296,0.23,0.265,53.998,33.75,20.248,15.419,9.599,20.458,28.308,25.689
"311",2017,4056052,"Armani Rogers","QB","UNLV","Mountain West",333,0.245,0.143,0.416,0.221,0.275,0.321,0.264,0.218,81.515,29.934,51.581,28.767,28.835,29.219,51.003,30.512
"312",2017,545682,"A.J. Erdely","QB","UAB","Conference USA",455,0.246,0.182,0.479,0.122,0.156,0.581,0.215,0.294,112.036,65.054,46.982,21.427,21.558,77.871,59.64,52.396
"313",2017,559556,"Will Grier","QB","West Virginia","Big 12",390,0.246,0.267,0.095,0.216,0.101,0.41,0.23,0.272,95.907,91.437,4.47,36.78,10.814,42.191,55.357,40.55
"314",2017,4035671,"Tyler Huntley","QB","Utah","Pac-12",473,0.25,0.265,0.215,0.051,0.428,0.252,0.14,0.438,118.437,88.728,29.709,9.762,73.113,26.257,41.862,76.576
"315",2017,3728240,"Kelly Bryant","QB","Clemson","ACC",583,0.25,0.234,0.29,0.003,0.18,0.634,0.215,0.32,145.668,97.176,48.492,0.601,38.212,102.724,83.019,62.649
"316",2017,553532,"Kyle Postma","QB","Houston","American Athletic",212,0.251,0.24,0.296,0.037,0.039,0.813,0.142,0.414,53.262,40.523,12.739,3.225,2.613,42.292,18.043,35.219
"317",2017,4035584,"Cole Kelley","QB","Arkansas","SEC",202,0.251,0.209,0.436,-0.02,0.129,0.573,0.039,0.504,50.692,34.551,16.141,-1.312,8.628,35.542,4.332,46.36
"318",2017,3139921,"Christian Chapman","QB","San Diego State","Mountain West",321,0.254,0.267,0.17,0.07,0.126,0.597,0.114,0.388,81.486,74.015,7.471,7.117,14.581,58.496,17.874,63.613
"319",2017,4038809,"Jake Bentley","QB","South Carolina","SEC",467,0.255,0.216,0.626,0.219,0.13,0.427,0.253,0.258,119.137,90.971,28.166,36.854,20.313,57.614,67.747,51.39
"320",2017,558337,"Nick Fitzgerald","QB","Mississippi State","SEC",400,0.259,0.136,0.503,0.067,0.303,0.475,0.257,0.264,103.661,36.293,67.368,10.176,36.102,53.23,66.694,36.967
"321",2017,3914382,"J'Mar Smith","QB","Louisiana Tech","Conference USA",525,0.262,0.241,0.36,0.083,0.209,0.562,0.214,0.326,137.797,103.212,34.584,16.924,37.366,75.293,63.245,74.551
"322",2017,3917810,"TaQuon Marshall","QB","Georgia Tech","ACC",360,0.263,0.134,0.34,-0.103,0.36,0.583,0.136,0.457,94.83,17.977,76.853,-11.951,42.162,67.651,29.478,65.353
"323",2017,3918298,"Josh Allen","QB","Wyoming","Mountain West",360,0.264,0.22,0.455,0.101,0.092,0.518,0.247,0.283,95.064,64.109,30.956,11.61,11.183,61.169,46.987,48.078
"324",2017,3122611,"Ty Gangi","QB","Nevada","Mountain West",427,0.268,0.278,0.183,0.017,0.225,0.748,0.128,0.508,114.42,105.812,8.608,2.923,29.949,80.777,34.607,79.814
"325",2017,3917007,"Chad President","QB","Tulsa","American Athletic",223,0.269,0.066,0.823,-0.105,0.254,0.674,0.249,0.294,60.094,10.719,49.375,-7.533,19.575,45.815,30.361,29.733
"326",2017,3128814,"Manny Wilkins","QB","Arizona State","Pac-12",541,0.271,0.266,0.291,0.011,0.192,0.658,0.152,0.458,146.382,117.266,29.116,2.214,32.758,101.926,50.166,96.216
"327",2017,557882,"Stephen Johnson","QB","Kentucky","SEC",416,0.272,0.196,0.613,0.117,0.205,0.511,0.155,0.435,113.299,66.675,46.624,18.404,27.112,61.378,37.533,75.766
"328",2017,546145,"Brandon Silvers","QB","Troy","Sun Belt",453,0.278,0.267,0.421,0.07,0.251,0.533,0.192,0.407,125.963,112.491,13.473,12.144,37.967,61.248,52.348,73.616
"329",2017,4036149,"Nathan Stanley","QB","Iowa","Big Ten",385,0.278,0.289,0.119,0.216,0.137,0.437,0.237,0.336,106.862,103.878,2.984,29.598,16.006,53.295,54.141,52.721
"330",2017,3915436,"Steven Montez","QB","Colorado","Pac-12",507,0.286,0.284,0.295,0.192,0.278,0.407,0.225,0.37,144.95,116.375,28.576,39.839,45.523,50.889,66.498,78.453
"331",2017,4039275,"Kwadra Griggs","QB","Southern Mississippi","Conference USA",346,0.288,0.295,0.261,0.013,0.453,0.581,0.136,0.516,99.586,80.537,19.049,1.866,48.473,52.9,28.321,71.265
"332",2017,3116379,"Justice Hansen","QB","Arkansas State","Sun Belt",616,0.29,0.274,0.376,0.189,0.317,0.631,0.263,0.345,178.742,141.486,37.256,49.202,66.296,86.42,107.772,70.97
"333",2017,549804,"Mike White","QB","Western Kentucky","Conference USA",617,0.291,0.288,0.372,0.115,0.218,0.695,0.106,0.558,179.53,170.967,8.562,26.217,46.027,113.298,38.437,141.092
"334",2017,4039073,"Mason Fine","QB","North Texas","Conference USA",606,0.292,0.32,0.095,0.064,0.314,0.619,0.17,0.51,176.983,169.989,6.994,16.969,58.686,87.267,65.815,111.168
"335",2017,3892775,"Jarrett Stidham","QB","Auburn","SEC",463,0.292,0.295,0.27,0.179,0.114,0.626,0.196,0.423,134.97,117.166,17.803,26.889,19.073,88.269,52.497,82.473
"336",2017,3931782,"Chase Litton","QB","Marshall","Conference USA",470,0.3,0.304,0.224,0.089,0.236,0.643,0.192,0.438,141.134,136.21,4.924,15.758,36.175,82.298,50.392,90.742
"337",2017,4036585,"Caleb Evans","QB","Louisiana Monroe","Sun Belt",483,0.304,0.302,0.31,0.037,0.497,0.572,0.196,0.468,146.959,108.509,38.45,6.877,77.525,72.588,57.143,89.816
"338",2017,3932451,"Brandon Wimbush","QB","Notre Dame","FBS Independents",410,0.304,0.152,0.689,0.115,0.195,0.713,0.196,0.447,124.525,44.641,79.884,19.528,22.776,84.157,45.778,78.747
"339",2017,545364,"Nic Shimonek","QB","Texas Tech","Big 12",549,0.306,0.313,0.193,0.217,0.173,0.697,0.231,0.426,168.008,161.446,6.562,49.128,32.083,89.247,78.453,89.555
"340",2017,3886377,"Josh Rosen","QB","UCLA","Pac-12",497,0.307,0.308,0.302,0.215,0.311,0.465,0.251,0.4,152.731,144.577,8.154,50.177,45.441,51.588,77.624,75.108
"341",2017,549956,"Bryant Shirreffs","QB","Connecticut","American Athletic",345,0.309,0.342,0.163,0.092,0.449,0.537,0.153,0.518,106.445,95.868,10.577,11.028,54.772,48.873,30.228,76.217
"342",2017,3916208,"Ben Hicks","QB","SMU","American Athletic",521,0.31,0.302,0.423,0.222,0.125,0.586,0.183,0.474,161.638,147.241,14.397,40.397,22.501,86.188,53.669,107.969
"343",2017,4241222,"Charlie Brewer","QB","Baylor","Big 12",267,0.312,0.342,0.177,0.137,0.258,0.559,0.227,0.427,83.313,74.794,8.52,13.523,21.135,41.389,34.68,48.634
"344",2017,3916726,"Jon Wassink","QB","Western Michigan","Mid-American",231,0.316,0.302,0.413,0.16,0.466,0.22,0.218,0.458,73.025,60.637,12.387,15.196,34.487,12.746,29.931,43.093
"345",2017,550226,"Conner Manning","QB","Georgia State","Sun Belt",370,0.316,0.334,0.141,0.161,0.265,0.561,0.252,0.412,117.055,112.275,4.78,22.718,30.456,62.861,56.05,61.005
"346",2017,3929824,"Brian Lewerke","QB","Michigan State","Big Ten",538,0.316,0.268,0.51,0.147,0.249,0.583,0.207,0.464,170.03,115.942,54.089,26.823,44.587,95.065,64.204,105.827
"347",2017,3124037,"Dalton Sturm","QB","UT San Antonio","Conference USA",415,0.32,0.279,0.456,0.114,0.204,0.642,0.275,0.38,132.71,88.981,43.729,16.97,26.985,80.922,65.094,67.616
"348",2017,547206,"Austin Allen","QB","Arkansas","SEC",221,0.321,0.331,0.212,0.048,0.468,0.414,0.131,0.512,70.835,66.812,4.023,3.19,35.088,29.824,14.5,56.335
"349",2017,3915776,"Kyle Shurmur","QB","Vanderbilt","SEC",412,0.328,0.342,0.005,0.109,0.2,0.71,0.261,0.438,135.021,134.937,0.084,18.726,19.754,89.457,66.748,68.273
"350",2017,3916103,"Jonathan Banks","QB","Tulane","American Athletic",358,0.328,0.302,0.375,0.108,0.241,0.743,0.214,0.476,117.288,70.46,46.828,14.058,30.857,66.089,43.542,73.746
"351",2017,4035292,"Shea Patterson","QB","Ole Miss","SEC",303,0.332,0.358,0.075,0.25,0.411,0.485,0.288,0.412,100.679,98.583,2.097,31.737,41.116,34.466,55.787,44.893
"352",2017,3116172,"Trace McSorley","QB","Penn State","Big Ten",595,0.333,0.355,0.252,0.091,0.285,0.824,0.116,0.698,198.14,166.615,31.525,21.624,60.441,109.658,43.096,155.044
"353",2017,4040715,"Jalen Hurts","QB","Alabama","SEC",402,0.337,0.262,0.499,0.346,0.231,0.447,0.345,0.322,135.333,72.4,62.933,52.911,30.76,50.082,88.619,46.713
"354",2017,3139591,"Quinton Flowers","QB","South Florida","American Athletic",543,0.343,0.336,0.358,0.158,0.304,0.705,0.215,0.507,186.305,122.891,63.413,32.132,61.787,94.464,65.524,120.781
"355",2017,4242418,"Jordan Ta'amu","QB","Ole Miss","SEC",224,0.344,0.337,0.374,0.243,0.389,0.467,0.254,0.52,77.113,61.046,16.067,24.582,28.391,22.409,37.567,39.546
"356",2017,549865,"Kenny Hill","QB","TCU","Big 12",497,0.348,0.365,0.262,0.261,0.175,0.747,0.196,0.595,172.745,150.696,22.049,53.746,27.068,98.543,60.224,112.522
"357",2017,557700,"Tyler Keane","QB","Coastal Carolina","Sun Belt",209,0.353,0.391,0.085,0.234,0.234,0.811,0.254,0.486,73.689,71.473,2.216,21.09,15.888,39.719,30.423,43.267
"358",2017,3122713,"Jason Driskel","QB","Florida Atlantic","Conference USA",363,0.355,0.348,0.383,0.229,0.323,0.6,0.242,0.543,129.03,98.406,30.624,34.291,38.115,48.028,54.658,74.372
"359",2017,546288,"Ryan Finley","QB","NC State","ACC",543,0.361,0.339,0.549,0.098,0.372,0.734,0.258,0.501,195.796,165.589,30.207,19.739,65.121,111.597,80.662,115.134
"360",2017,3116772,"Andrew Ford","QB","UMass","FBS Independents",408,0.363,0.364,0.343,0.14,0.532,0.551,0.24,0.554,148.144,140.252,7.891,24.83,62.799,53.982,59.538,88.605
"361",2017,3722362,"Brett Rypien","QB","Boise State","Mountain West",384,0.366,0.374,0.181,0.142,0.443,0.676,0.131,0.662,140.5,137.427,3.072,20.908,53.638,75.068,27.985,112.515
"362",2017,3127332,"Marcus McMaryion","QB","Fresno State","Mountain West",403,0.366,0.343,0.515,0.367,0.345,0.365,0.449,0.242,147.311,120.026,27.285,54.682,47.223,40.461,107.842,39.47
"363",2017,3886812,"Jake Browning","QB","Washington","Pac-12",389,0.369,0.373,0.336,0.341,0.282,0.444,0.28,0.535,143.577,130.477,13.1,54.533,34.417,44.373,70.811,72.766
"364",2017,550170,"Danny Etling","QB","LSU","SEC",346,0.374,0.356,0.492,0.213,0.399,0.522,0.327,0.435,129.344,107.191,22.153,24.914,38.284,65.757,64.058,65.287
"365",2017,552119,"Kyle Kempt","QB","Iowa State","Big 12",274,0.375,0.419,-0.152,0.087,0.241,0.753,0.246,0.517,102.865,106.051,-3.186,7.37,22.61,69.232,35.161,67.704
"366",2017,3912547,"Sam Darnold","QB","USC","Pac-12",552,0.378,0.381,0.35,0.201,0.477,0.568,0.291,0.491,208.823,192.354,16.469,41.144,95.927,72.182,90.466,118.357
"367",2017,4039300,"D'Eriq King","QB","Houston","American Athletic",242,0.384,0.363,0.443,0.213,0.336,0.735,0.295,0.521,92.851,65.392,27.459,21.068,26.575,42.658,43.346,49.505
"368",2017,3129089,"Ahmad Bradshaw","QB","Army","FBS Independents",284,0.387,-0.053,0.466,0.195,0.342,0.742,0.336,0.505,110.035,-2.264,112.298,20.523,30.764,57.1,66.117,43.917
"369",2017,545624,"J.T. Barrett","QB","Ohio State","Big Ten",528,0.396,0.38,0.438,0.281,0.419,0.542,0.345,0.511,209.062,145.087,63.975,62.884,72.047,64.479,126.238,82.824
"370",2017,3128843,"Alex McGough","QB","Florida International","Conference USA",430,0.398,0.377,0.524,0.082,0.49,0.667,0.292,0.559,170.936,138.989,31.947,13.298,62.771,85.367,75.968,94.967
"371",2017,548447,"Taylor Lamb","QB","Appalachian State","Sun Belt",408,0.404,0.332,0.766,0.358,0.374,0.567,0.362,0.47,164.729,113.378,51.351,58.027,45.675,64.603,90.899,73.83
"372",2017,3138735,"Frank Nutile","QB","Temple","American Athletic",232,0.41,0.442,0.155,0.275,0.194,0.737,0.328,0.543,95.104,91.085,4.019,23.95,13.956,50.874,47.301,47.803
"373",2017,3886609,"Alex Hornibrook","QB","Wisconsin","Big Ten",347,0.418,0.441,-0.55,0.103,0.465,0.622,0.313,0.512,145.199,149.597,-4.398,10.333,54.457,80.238,50.957,94.242
"374",2017,3124092,"John Wolford","QB","Wake Forest","ACC",512,0.42,0.442,0.354,0.28,0.459,0.611,0.329,0.594,215.255,170.255,44.999,68.415,67.942,67.192,110.674,104.581
"375",2017,4035225,"Nick Starkel","QB","Texas A&M","SEC",217,0.421,0.431,-0.115,0.272,0.501,0.609,0.195,0.793,91.394,91.854,-0.46,23.704,35.058,33.5,26.39,65.004
"376",2017,4244688,"Nathan Rourke","QB","Ohio","Mid-American",395,0.422,0.23,0.915,0.353,0.397,0.626,0.458,0.368,166.8,65.258,101.542,61.717,48.416,59.458,109.368,57.432
"377",2017,545910,"Logan Woodside","QB","Toledo","Mid-American",458,0.43,0.436,0.325,0.474,0.256,0.578,0.379,0.504,196.817,188.043,8.774,84.356,39.712,67.645,103.047,93.77
"378",2017,3916564,"Tyree Jackson","QB","Buffalo","Mid-American",283,0.436,0.424,0.517,0.257,0.46,0.619,0.353,0.575,123.502,103.863,19.639,27.231,45.098,47.045,62.544,60.958
"379",2017,546267,"Nick Stevens","QB","Colorado State","Mountain West",509,0.444,0.445,0.434,0.151,0.541,0.808,0.246,0.7,225.961,208.583,17.378,29.691,86.056,113.939,70.509,155.452
"380",2017,3916387,"Lamar Jackson","QB","Louisville","ACC",653,0.448,0.367,0.627,0.344,0.276,0.829,0.374,0.586,292.633,164.717,127.916,97.744,56.295,119.312,158.999,133.634
"381",2017,546539,"Riley Ferguson","QB","Memphis","American Athletic",525,0.457,0.451,0.549,0.201,0.608,0.708,0.283,0.722,239.973,220.745,19.227,42.674,105.85,91.358,89.763,150.209
"382",2017,3924327,"Drew Lock","QB","Missouri","SEC",461,0.459,0.482,0.159,0.428,0.22,0.889,0.389,0.584,211.449,206.209,5.24,91.545,30.334,95.162,115.105,96.344
"383",2017,4240689,"Jake Fromm","QB","Georgia","SEC",342,0.465,0.457,0.537,0.185,0.249,0.889,0.362,0.59,159.096,139.757,19.339,21.672,24.443,109.296,67.719,91.377
"384",2017,4044431,"K.J. Costello","QB","Stanford","Pac-12",238,0.469,0.462,0.54,-0.107,0.575,0.892,0.218,0.742,111.617,100.824,10.793,-8.05,49.426,65.109,27.038,84.579
"385",2017,4039602,"Khalil Tate","QB","Arizona","Pac-12",327,0.502,0.392,0.653,0.213,0.644,0.662,0.432,0.61,164.17,74.097,90.073,26.018,74.758,56.949,86.041,78.129
"386",2017,3116407,"Mason Rudolph","QB","Oklahoma State","Big 12",544,0.528,0.516,0.671,0.365,0.49,0.911,0.391,0.776,286.968,259.453,27.515,88.791,84.791,106.608,137.255,149.713
"387",2017,4038941,"Justin Herbert","QB","Oregon","Pac-12",248,0.542,0.526,0.641,0.384,0.457,0.965,0.379,0.803,134.331,112.542,21.789,39.564,37.469,55.962,58.031,76.3
"388",2017,4042113,"McKenzie Milton","QB","UCF","American Athletic",494,0.578,0.569,0.614,0.43,0.595,0.878,0.509,0.7,285.442,227.712,57.729,88.95,101.185,98.351,161.458,123.984
"389",2017,550373,"Baker Mayfield","QB","Oklahoma","Big 12",496,0.626,0.66,0.426,0.527,0.727,0.676,0.556,0.769,310.294,279.178,31.116,100.674,137.482,70.975,184.982,125.312
"390",2018,4361530,"Artur Sitkowski","QB","Rutgers","Big Ten",293,-0.134,-0.134,-0.132,-0.211,-0.274,0.024,-0.208,-0.057,-39.276,-37.686,-1.589,-20.213,-25.224,2.38,-31.182,-8.093
"391",2018,4362029,"Kai Locksley","QB","UTEP","Conference USA",274,0.032,-0.071,0.231,-0.028,-0.349,0.501,0.049,0.007,8.666,-12.846,21.512,-2.687,-31.095,41.044,7.865,0.801
"392",2018,4362984,"Cordale Grundy","QB","UT San Antonio","Conference USA",282,0.041,-0.032,0.416,-0.027,-0.007,0.248,-0.026,0.121,11.561,-7.567,19.128,-2.653,-0.663,20.856,-4.04,15.601
"393",2018,4240351,"Tyler Vander Waal","QB","Wyoming","Mountain West",304,0.054,0.033,0.198,-0.15,-0.082,0.298,-0.088,0.186,16.347,8.804,7.543,-13.043,-8.151,32.803,-12.886,29.233
"394",2018,4035995,"Jawon Pass","QB","Louisville","ACC",366,0.068,0.055,0.154,-0.051,-0.023,0.462,-0.029,0.201,24.795,17.55,7.245,-8.11,-2.447,41.552,-6.177,30.972
"395",2018,4037556,"Steven Duncan","QB","Western Kentucky","Conference USA",256,0.069,0.062,0.094,-0.103,-0.001,0.345,-0.006,0.161,17.745,12.103,5.641,-9.502,-0.105,23.087,-0.909,18.654
"396",2018,4038520,"Reid Herring","QB","East Carolina","American Athletic",262,0.071,0.09,-0.302,-0.298,0.159,0.384,-0.176,0.31,18.557,22.481,-3.925,-26.182,13.807,31.488,-22.688,41.245
"397",2018,4039470,"Marcus Childers","QB","Northern Illinois","Mid-American",546,0.077,0,0.293,-0.153,0.162,0.287,-0.08,0.326,42.304,0.123,42.181,-32.289,27.961,43.88,-26.728,69.032
"398",2018,4360936,"Zack Annexstad","QB","Minnesota","Big Ten",206,0.08,0.084,-0.006,-0.131,0.276,0.394,-0.144,0.388,16.572,16.617,-0.044,-11.394,16.807,21.675,-17.182,33.755
"399",2018,4362667,"Tyler Vitt","QB","Texas State","Sun Belt",274,0.088,0.074,0.135,0.081,0.019,0.26,0.034,0.159,24.031,15.552,8.479,7.986,1.672,21.033,5.279,18.752
"400",2018,3921685,"Josh Love","QB","San José State","Mountain West",317,0.099,0.121,-0.378,-0.117,0.129,0.411,0.044,0.16,31.468,36.755,-5.287,-13.602,13.51,37.79,7.348,24.12
"401",2018,4241635,"Josh Adkins","QB","New Mexico State","FBS Independents",479,0.1,0.119,-0.031,-0.105,0.1,0.535,-0.101,0.372,47.817,49.764,-1.948,-20.599,14.887,63.68,-27.792,75.609
"402",2018,4036357,"Collin Hill","QB","Colorado State","Mountain West",216,0.103,0.082,0.364,-0.029,0.061,0.502,0.056,0.156,22.15,16.331,5.819,-2.516,3.849,30.101,6.405,15.745
"403",2018,4241937,"Kasim Hill","QB","Maryland","Big Ten",210,0.104,0.117,0.016,-0.299,-0.129,0.576,-0.115,0.31,21.797,21.342,0.456,-19.433,-7.599,46.088,-11.735,33.532
"404",2018,4240703,"Kenny Pickett","QB","Pittsburgh","ACC",422,0.106,0.043,0.36,-0.219,0.176,0.375,-0.11,0.342,44.58,14.366,30.213,-29.624,24.613,50.665,-24.221,68.801
"405",2018,3929824,"Brian Lewerke","QB","Michigan State","Big Ten",423,0.108,0.07,0.29,-0.03,0.185,0.298,0.081,0.143,45.573,24.709,20.863,-4.605,25.968,36.982,19.181,26.392
"406",2018,4362340,"Woody Barrett","QB","Kent State","Mid-American",546,0.112,-0.012,0.565,-0.126,0.031,0.476,-0.04,0.339,61.357,-5.33,66.687,-27.62,5.129,69.023,-12.931,74.288
"407",2018,4039268,"Tommy Lazzaro","QB","Central Michigan","Mid-American",238,0.115,0.038,0.256,-0.109,0.004,0.507,0.001,0.255,27.39,5.899,21.491,-9.508,0.331,35.012,0.103,27.287
"408",2018,3127261,"Peyton Bender","QB","Kansas","Big 12",354,0.122,0.127,-0.015,-0.128,-0.165,0.701,-0.104,0.39,43.2,43.399,-0.198,-15.401,-17.967,81.362,-19.971,63.171
"409",2018,4040407,"Jack Abraham","QB","Southern Mississippi","Conference USA",314,0.135,0.153,-0.059,-0.165,0.201,0.416,-0.022,0.333,42.541,44.07,-1.529,-19.017,22.458,34.115,-3.815,46.356
"410",2018,4240628,"N'Kosi Perry","QB","Miami","ACC",250,0.148,0.106,0.337,-0.096,0.102,0.599,-0.037,0.379,36.975,21.804,15.171,-9.371,7.864,40.728,-5.128,42.103
