"","V1.x","Team","STR","PRE","PE","NFP","Year","V1.y","id","name","position","conference.x","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush","V1","conference.y","offense.ppa","offense.totalPPA","offense.successRate","offense.explosiveness","offense.pointsPerOpportunity","offense.fieldPosition.averageStart","offense.fieldPosition.averagePredictedPoints","defense.ppa","defense.totalPPA","defense.successRate","defense.explosiveness","defense.stuffRate","defense.pointsPerOpportunity","defense.fieldPosition.averageStart","defense.fieldPosition.averagePredictedPoints","F_Rank","F_Plus","FEI","FEI_Rank","SP","SP_Rank","WP","FPI","FPI_Rank","Talent","Talent_rank","Difference_FPI","Difference_SP"
"440",427,"Northern Illinois",0.18,0,0.16,-0.8,2018,397,4039470,"Marcus Childers","QB","Mid-American",546,0.077,0,0.293,459,"Mid-American",0.0594405512488834,59.9160756588745,0.404761904761905,1.05482851015404,3.2112676056338,71.3,1.315,0.0789625615257992,83.9372029019246,0.371589840075259,1.27204582103076,0.205029013539652,2.78651685393258,71.2,-1.325,88,-0.32,-0.2,88,-2.7,89,0.571,-4.1,83,434.34,89,6,0
"441",428,"Notre Dame",0.18,-0.05,0.08,1.8,2018,500,4046678,"Ian Book","QB","FBS Independents",404,0.38,0.411,0.246,462,"FBS Independents",0.217985784123939,210.138295895477,0.445020746887967,1.27886642125683,3.86813186813187,70.8,1.35,0.0791421712737382,76.2139109366099,0.388369678089304,1.1529733869581,0.181192660550459,2.83783783783784,71.9,-1.257,13,1.34,0.7,14,20.7,13,0.923,19.3,7,847.85,10,3,-3
"442",429,"Kansas State",0.18,0,0.08,2.2,2018,446,4036419,"Skylar John Thompson","QB","Big 12",313,0.241,0.238,0.248,432,"Big 12",0.120752653879625,97.4473916808572,0.415117719950434,1.16358411868843,3.44117647058824,70.4,1.36,0.185063760430529,152.677602355186,0.475151515151515,1.12117541227617,0.186991869918699,3.17105263157895,71.5,-1.296,64,0.04,0.11,55,-0.5,78,0.417,2,62,552.43,65,3,-13
"443",430,"UAB",0.17,0.07,0.07,0.4,2018,442,545682,"A.J. Erdely","QB","Conference USA",280,0.226,0.243,0.172,496,"Conference USA",0.209721005245564,203.009933077706,0.445247933884298,1.23337748630709,3.46464646464646,72,1.287,0.0133688899341716,11.7512542521368,0.35608646188851,1.28210636250592,0.230769230769231,2.38461538461538,70.9,-1.33,73,-0.05,0,65,-0.3,75,0.786,-0.2,70,376.55,105,35,30
"444",430,"UAB",0.17,0.07,0.07,0.4,2018,509,4239793,"Tyler Johnston III","QB","Conference USA",230,0.421,0.521,0.247,496,"Conference USA",0.209721005245564,203.009933077706,0.445247933884298,1.23337748630709,3.46464646464646,72,1.287,0.0133688899341716,11.7512542521368,0.35608646188851,1.28210636250592,0.230769230769231,2.38461538461538,70.9,-1.33,73,-0.05,0,65,-0.3,75,0.786,-0.2,70,376.55,105,35,30
"445",431,"Tulane",0.17,-0.09,0.14,-0.9,2018,418,3916103,"Jonathan Banks","QB","American Athletic",216,0.171,0.137,0.268,494,"American Athletic",0.142477855212999,119.823876234132,0.375743162901308,1.43300474472107,2.48101265822785,70.7,1.359,0.129155615240354,113.26947456579,0.391106043329532,1.36747228140971,0.181176470588235,3.61333333333333,69.8,-1.449,90,-0.42,-0.29,93,-3.5,90,0.538,-4.2,85,451.72,85,0,-5
"446",433,"Baylor",0.15,0.03,0.17,-3.8,2018,492,4241222,"Charlie Brewer","QB","Big 12",519,0.354,0.336,0.426,398,"Big 12",0.249845823447109,248.84644015332,0.468875502008032,1.23404587219077,3.76923076923077,73.3,1.156,0.264384558718545,227.899489615386,0.432714617169374,1.38505882784596,0.172330097087379,3.60759493670886,70.2,-1.394,63,0.05,0.02,63,2,67,0.538,2.5,61,668.78,34,-27,-33
"447",434,"Virginia Tech",0.15,-0.03,0.1,0.7,2018,477,3917958,"Ryan Willis","QB","ACC",472,0.31,0.253,0.557,508,"ACC",0.192499844181058,183.067351816186,0.435331230283912,1.23885081416695,3.55681818181818,70.2,1.395,0.252204795796092,224.966677850114,0.411434977578475,1.45273035263443,0.221748400852878,3.66666666666667,72.8,-1.185,67,0,-0.12,77,3.9,55,0.462,3.4,55,673.7,31,-24,-24
"448",435,"Pittsburgh",0.13,-0.11,-0.02,-3.6,2018,404,4240703,"Kenny Pickett","QB","ACC",422,0.106,0.043,0.36,472,"ACC",0.20405257968305,181.810848497598,0.418630751964085,1.31405338873578,3.40845070422535,73.1,1.185,0.166345412835438,155.69930641397,0.424145299145299,1.28258591319804,0.193415637860082,3.47872340425532,69.7,-1.434,56,0.22,0.18,49,2.7,61,0.5,4.8,49,655.37,35,-14,-26
"449",436,"Georgia",0.13,0.1,0.1,0.1,2018,521,4240689,"Jake Fromm","QB","SEC",343,0.524,0.579,-0.064,421,"SEC",0.35610307099939,332.60026831343,0.516059957173448,1.21910791880406,4.36458333333333,71,1.327,0.0720065541146668,64.5178724867415,0.415178571428571,1.06630816523828,0.187782805429864,3.06849315068493,71.7,-1.234,2,2.32,1.3,3,32.9,2,0.786,24.9,3,963.87,3,0,1
"450",437,"Washington State",0.13,-0.06,0.21,1.4,2018,479,4038524,"Gardner Minshew","QB","Pac-12",713,0.319,0.309,0.462,511,"Pac-12",0.276806674799588,264.350374433606,0.491099476439791,1.20566504559638,4.59782608695652,69.9,1.403,0.163977420971027,137.577056194691,0.417163289630513,1.25206748192936,0.20343137254902,3.22222222222222,72.4,-1.221,27,0.84,0.52,24,11.3,31,0.714,17.3,10,569.03,57,47,26
"451",438,"Wyoming",0.11,-0.17,0.02,1,2018,393,4240351,"Tyler Vander Waal","QB","Mountain West",304,0.054,0.033,0.198,516,"Mountain West",0.118090387877228,91.2838698290976,0.380336351875809,1.26201446905149,3.12068965517241,69.9,1.416,0.100975589047963,83.3048609645699,0.408484848484849,1.10377190546179,0.211442786069652,3.69117647058824,72.1,-1.305,69,-0.04,-0.08,71,1.9,69,0.5,-4.5,88,355.3,118,30,49
"452",439,"Oregon State",0.1,-0.13,0.11,-1.4,2018,450,4042803,"Conor Blount","QB","Pac-12",208,0.254,0.295,0.055,470,"Pac-12",0.150414568082575,137.779744363639,0.40938864628821,1.29900292280852,3.42307692307692,73,1.187,0.40927033508516,355.246650853919,0.528801843317972,1.30807450193015,0.134854771784232,4.61702127659574,69.7,-1.417,112,-1.23,-0.68,113,-16,111,0.167,-12.4,104,544.29,67,-37,-44
"453",439,"Oregon State",0.1,-0.13,0.11,-1.4,2018,462,3124900,"Jake Luton","QB","Pac-12",250,0.277,0.311,-0.457,470,"Pac-12",0.150414568082575,137.779744363639,0.40938864628821,1.29900292280852,3.42307692307692,73,1.187,0.40927033508516,355.246650853919,0.528801843317972,1.30807450193015,0.134854771784232,4.61702127659574,69.7,-1.417,112,-1.23,-0.68,113,-16,111,0.167,-12.4,104,544.29,67,-37,-44
"454",440,"Memphis",0.1,-0.08,0.11,2,2018,493,3893630,"Brady White","QB","American Athletic",440,0.357,0.387,-0.063,443,"American Athletic",0.311933005619536,322.538727810601,0.473887814313346,1.36988793904398,4.18811881188119,69.7,1.449,0.18054463556125,193.54384932166,0.399253731343284,1.39083172635917,0.19672131147541,4.01162790697674,71.7,-1.272,48,0.34,0.04,61,9.2,36,0.571,4.5,51,498,75,24,39
"455",441,"Rice",0.09,-0.24,0.17,-0.4,2018,417,3122170,"Shawn Stankavage","QB","Conference USA",260,0.168,0.15,0.317,474,"Conference USA",0.0526968371184257,45.688157781675,0.348327566320646,1.31675750681066,3.15873015873016,69.9,1.401,0.336269675763686,283.139066993023,0.461995249406176,1.40248099862918,0.183962264150943,4.44444444444444,72.7,-1.22,129,-1.95,-1.07,129,-26.4,129,0.154,-23.6,128,375.75,106,-22,-23
"456",442,"Old Dominion",0.09,-0.04,0.16,-0.2,2018,445,3914543,"Blake LaRussa","QB","Conference USA",391,0.232,0.218,0.515,467,"Conference USA",0.15656033860652,142.469908131933,0.450549450549451,1.18422696312528,3.69662921348315,70.4,1.383,0.214738947868726,196.056659404146,0.441401971522453,1.34407506590009,0.192872117400419,3.8875,70.7,-1.35,114,-1.25,-0.79,118,-14.1,109,0.333,-15.8,117,333.18,125,8,16
"457",443,"UCF",0.08,-0.24,0.2,-0.2,2018,520,4042113,"McKenzie Milton","QB","American Athletic",366,0.509,0.535,0.405,497,"American Athletic",0.348808253346257,345.320170812795,0.477777777777778,1.35121942394639,4.88,71.5,1.318,0.117940221297261,122.30400948526,0.407907425265188,1.23573559756521,0.224137931034483,2.62222222222222,72.1,-1.238,17,1.13,0.63,19,16.5,18,0.923,11.5,25,572.51,56,31,38
"458",444,"San Diego State",0.07,-0.16,0.19,-2.1,2018,473,3921648,"Ryan Agnew","QB","Mountain West",280,0.304,0.271,0.499,476,"Mountain West",0.145990861851481,122.340342231541,0.391408114558473,1.29944242328071,2.75,72.4,1.262,0.123517176844537,106.595323616836,0.392815758980301,1.20345242735699,0.195294117647059,3.36486486486486,71.5,-1.325,65,0.03,-0.18,86,6,47,0.538,-4.8,90,479.17,80,-10,33
"459",445,"SMU",0.06,-0.14,0.02,0.9,2018,411,3916208,"Ben Hicks","QB","American Athletic",413,0.149,0.143,0.263,478,"American Athletic",0.105908902643463,92.5643809103871,0.386727688787185,1.37547075787696,3.38961038961039,70.3,1.4,0.18588176505928,174.171213860546,0.43863393810032,1.24215117432352,0.227626459143969,3.90588235294118,69.5,-1.449,95,-0.61,-0.43,96,-5.4,93,0.417,-8.2,97,486.69,78,-19,-15
"460",446,"Georgia Tech",0.06,-0.19,0.26,0.4,2018,433,3917810,"TaQuon Marshall","QB","ACC",321,0.203,0.148,0.236,424,"ACC",0.277989324855135,240.738755324547,0.5,1.12121205302213,3.98913043478261,69,1.438,0.242085592339701,195.120987425799,0.5,1.13213010972977,0.161520190023753,4.34782608695652,70.6,-1.36,61,0.07,0.11,56,0.3,74,0.538,6.9,39,583.49,50,11,-24
"461",447,"Air Force",0.06,-0.08,-0.15,-1.1,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,"Mountain West",0.223774673426923,196.026613921985,0.464611872146119,1.12257749986057,3.71052631578947,72.2,1.255,0.184819952877025,133.809645882966,0.397790055248619,1.44357144316639,0.203655352480418,3.78125,70.8,-1.345,81,-0.16,-0.06,68,-1.8,85,0.417,-3.2,78,186.27,129,51,44
"462",448,"North Texas",0.06,-0.04,0.08,1.1,2018,480,4039073,"Mason Fine","QB","Conference USA",531,0.321,0.354,-0.013,460,"Conference USA",0.200039553289023,195.438643563375,0.448311156601842,1.2475762840787,3.86734693877551,68.7,1.524,0.0964092380712745,89.3713636920714,0.389428263214671,1.31108616210084,0.25,3.11111111111111,72.8,-1.215,71,-0.05,-0.1,73,2.1,65,0.692,-1.8,74,380.62,101,27,36
"463",449,"Southern Mississippi",0.05,-0.17,0.05,-2.3,2018,409,4040407,"Jack Abraham","QB","Conference USA",314,0.135,0.153,-0.059,481,"Conference USA",0.094299839787538,74.9683726310927,0.40251572327044,1.24496639308073,3.01333333333333,70.6,1.418,0.0207336199450111,13.8085908833774,0.336336336336336,1.24164412288873,0.245098039215686,2.66071428571429,68.8,-1.499,92,-0.46,-0.27,91,-5,92,0.545,-7.9,95,392.91,98,3,6
"464",450,"South Florida",0.04,-0.24,0.07,-2,2018,464,3858944,"Blake Barnett","QB","American Athletic",397,0.285,0.238,0.52,482,"American Athletic",0.200785877610524,177.695501685314,0.438418079096045,1.26503979177629,3,69.6,1.429,0.218714268324921,204.716555152126,0.428418803418803,1.31531014119679,0.188990825688073,3.50588235294118,70.8,-1.32,93,-0.47,-0.44,97,-1.2,83,0.538,-7.9,94,558.46,64,-30,-19
"465",451,"Army",0.03,0.07,0.02,3.2,2018,519,4036923,"Kelvin Hopkins Jr.","QB","FBS Independents",296,0.471,0.793,0.328,395,"FBS Independents",0.300818285845761,275.549549834717,0.48471615720524,1.09718632352704,4.95945945945946,69.4,1.447,0.160887959842126,111.012692291067,0.418840579710145,1.25264667919432,0.198795180722892,3.1,72.1,-1.222,43,0.38,0.55,21,-1.5,84,0.846,3.1,56,312.97,126,70,42
"466",453,"Iowa State",0,-0.15,0.05,1,2018,512,4361741,"Brock Purdy","QB","Big 12",287,0.424,0.453,0.338,430,"Big 12",0.193897456046371,162.292170710812,0.436081242532855,1.23636983240372,3.82666666666667,70.8,1.369,0.132833297784201,119.151468112428,0.418060200668896,1.20757020501244,0.214285714285714,3.37333333333333,70.8,-1.341,33,0.64,0.44,26,7.9,38,0.615,7.5,38,575.76,54,16,16
"467",454,"Texas",0,-0.04,0.02,0.4,2018,499,4241820,"Sam Ehlinger","QB","Big 12",587,0.38,0.361,0.44,488,"Big 12",0.225974102831489,237.272807973063,0.46,1.13659222512814,4.12765957446809,71.3,1.347,0.180129867233885,176.707399756441,0.446483180428135,1.20467365376608,0.225446428571429,3.78313253012048,71.4,-1.309,26,0.84,0.52,23,11.3,32,0.714,13.5,19,861.2,9,-10,-23
"468",455,"Arizona State",-0.01,-0.05,0.09,2.1,2018,488,3128814,"Manny Wilkins","QB","Pac-12",500,0.334,0.332,0.342,392,"Pac-12",0.22391993211048,203.991058152647,0.45225027442371,1.22201287568783,3.60714285714286,71.6,1.287,0.183348258189792,170.330531858317,0.461786867599569,1.13289998474957,0.192546583850932,3.48780487804878,74.1,-1.109,49,0.32,0.19,46,5,52,0.538,6.7,41,692.79,28,-13,-24
"469",456,"Georgia State",-0.02,0.01,0.21,-5.4,2018,478,4361902,"Dan Ellington","QB","Sun Belt",426,0.313,0.303,0.333,423,"Sun Belt",0.20651247305103,163.970903602518,0.435768261964736,1.31252648635553,3.6969696969697,73.7,1.129,0.398807977442603,301.100022969165,0.471523178807947,1.43944162270678,0.139908256880734,4.03571428571429,69.6,-1.476,126,-1.67,-0.99,126,-20.4,125,0.167,-18.1,121,404.26,96,-25,-29
"470",457,"Vanderbilt",-0.02,-0.14,0.24,4.3,2018,475,3915776,"Kyle Shurmur","QB","SEC",439,0.308,0.312,0.22,506,"SEC",0.241176337299612,205.964592053869,0.453161592505855,1.26241298481003,3.42352941176471,70.6,1.371,0.256740831776097,241.849863533084,0.478768577494692,1.15066524288479,0.161490683229814,3.75903614457831,73.9,-1.118,35,0.58,0.39,30,7.6,39,0.462,4.2,53,612.89,45,-8,6
"471",458,"Fresno State",-0.03,-0.12,0.17,7.4,2018,514,3127332,"Marcus McMaryion","QB","Mountain West",492,0.436,0.391,0.759,420,"Mountain West",0.253333135794478,239.653146461576,0.474630021141649,1.16108610127015,4,68.8,1.498,0.0401737679058421,38.5668171896084,0.366666666666667,1.17356601737187,0.163900414937759,2.27692307692308,74.9,-1.067,16,1.16,0.64,18,17.4,16,0.857,12.4,22,465.16,83,61,67
"472",459,"Duke",-0.05,-0.14,-0.04,4.3,2018,432,3917792,"Daniel Jones","QB","ACC",495,0.203,0.172,0.37,413,"ACC",0.14260998950368,136.762979934029,0.419186652763295,1.25081734213973,3.70886075949367,67.8,1.572,0.166323100876087,160.169146143672,0.39460020768432,1.32479988067509,0.174081237911025,3.58536585365854,73.1,-1.198,50,0.31,0.18,48,5,51,0.615,6.4,43,635.64,40,-3,-11
"473",460,"NC State",-0.06,-0.15,0.08,4.5,2018,506,546288,"Ryan Finley","QB","ACC",482,0.4,0.414,0.207,453,"ACC",0.22454653934157,223.648353184204,0.487951807228916,1.11797144389421,4.09090909090909,70.3,1.38,0.19194813063584,166.035133000002,0.416184971098266,1.29246915828596,0.212121212121212,3.3125,72.9,-1.195,34,0.63,0.37,33,9.4,35,0.692,9.7,33,631.4,41,8,6
"474",461,"Central Michigan",-0.07,-0.15,-0.04,-6.4,2018,407,4039268,"Tommy Lazzaro","QB","Mid-American",238,0.115,0.038,0.256,405,"Mid-American",-0.0235568164237092,-19.1516917524756,0.34440344403444,1.03292068270098,2.94545454545455,71.5,1.299,0.100820129755757,86.705311589951,0.402325581395349,1.1743550303325,0.197718631178707,2.84090909090909,66.5,-1.692,121,-1.45,-0.76,116,-20,122,0.083,-16.1,118,420.87,92,-26,-30
"475",462,"Miami",-0.07,0,-0.02,-4,2018,410,4240628,"N'Kosi Perry","QB","ACC",250,0.148,0.106,0.337,444,"ACC",0.152233254815071,126.810301260954,0.392557022809124,1.33375912033694,3.86666666666667,69.4,1.458,-0.00649719421817901,-5.5421066681067,0.363423212192263,1.14962465456897,0.284823284823285,2.58536585365854,67.2,-1.592,31,0.67,0.27,41,12.7,27,0.538,11.2,27,803.43,17,-10,-10
"476",462,"Miami",-0.07,0,-0.02,-4,2018,466,3123047,"Malik Rosier","QB","ACC",209,0.291,0.17,0.708,444,"ACC",0.152233254815071,126.810301260954,0.392557022809124,1.33375912033694,3.86666666666667,69.4,1.458,-0.00649719421817901,-5.5421066681067,0.363423212192263,1.14962465456897,0.284823284823285,2.58536585365854,67.2,-1.592,31,0.67,0.27,41,12.7,27,0.538,11.2,27,803.43,17,-10,-10
"477",463,"Wake Forest",-0.08,-0.02,0.1,-1.8,2018,444,4361994,"Sam Hartman","QB","ACC",394,0.23,0.224,0.256,509,"ACC",0.168355512054114,181.655597506389,0.432808155699722,1.14769366377509,4.03448275862069,72.1,1.224,0.207615819864433,210.522441342535,0.419132149901381,1.33858835516763,0.206477732793522,4.15,71.7,-1.291,62,0.06,-0.04,67,3.6,57,0.538,2.7,59,532.17,70,11,13
"478",463,"Wake Forest",-0.08,-0.02,0.1,-1.8,2018,467,4037213,"Jamie Newman","QB","ACC",205,0.291,0.292,0.287,509,"ACC",0.168355512054114,181.655597506389,0.432808155699722,1.14769366377509,4.03448275862069,72.1,1.224,0.207615819864433,210.522441342535,0.419132149901381,1.33858835516763,0.206477732793522,4.15,71.7,-1.291,62,0.06,-0.04,67,3.6,57,0.538,2.7,59,532.17,70,11,13
"479",464,"California",-0.1,-0.23,0.18,2.3,2018,431,4242408,"Chase Garbers","QB","Pac-12",353,0.199,0.087,0.635,404,"Pac-12",0.0414484808499448,37.2621842841003,0.401557285873192,1.09741631989838,2.725,69.3,1.501,0.0155324255677525,13.932585734274,0.382385730211817,1.06226535533854,0.170575692963753,3,73.2,-1.207,60,0.07,-0.04,66,3.9,56,0.538,4.2,52,599.66,47,-5,-9
"480",465,"Mississippi State",-0.11,-0.15,0.1,-4,2018,429,558337,"Nick Fitzgerald","QB","SEC",499,0.198,0.093,0.361,450,"SEC",0.236720343850178,200.265410897251,0.470449172576832,1.19650747723968,4.35443037974684,72.2,1.272,-0.0465618619316464,-39.2516496083779,0.362989323843416,1.06534243283183,0.255813953488372,2.26760563380282,68.8,-1.472,5,1.7,1,4,23.2,8,0.615,18.4,9,732.52,23,14,15
"481",466,"Illinois",-0.11,-0.27,-0.05,1.3,2018,430,3116087,"AJ Bush","QB","Big Ten",351,0.198,0.037,0.501,427,"Big Ten",0.171561122247169,143.253537076386,0.439520958083832,1.19489715716022,3.11428571428571,70.5,1.377,0.345426056323389,299.829816888701,0.48963133640553,1.33367131676963,0.163135593220339,4.26744186046512,71,-1.307,98,-0.81,-0.55,102,-7.9,97,0.333,-8.5,98,561.55,61,-37,-36
"482",467,"Virginia",-0.12,-0.11,0.1,5.2,2018,459,3675812,"Bryce Perkins","QB","ACC",557,0.274,0.266,0.291,507,"ACC",0.204361070748345,177.181048338815,0.462514417531719,1.12331707018225,3.75609756097561,67.4,1.597,0.114938504018052,94.3645117988206,0.38489646772229,1.26086786762743,0.18854415274463,3.04347826086957,73.5,-1.15,39,0.48,0.29,39,7.1,42,0.615,6.4,42,559.67,63,21,21
"483",468,"Coastal Carolina",-0.12,-0.13,0.12,-4.7,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,"Sun Belt",0.224882120079672,177.207110622782,0.461928934010152,1.2193806675787,3.89041095890411,72.4,1.222,0.340296656301825,252.159822319652,0.49527665317139,1.3824154529676,0.162790697674419,3.82142857142857,69.2,-1.467,118,-1.36,-0.78,117,-17.2,116,0.417,-15.5,116,356.86,116,0,0
"484",469,"Clemson",-0.13,-0.17,0.02,3.1,2018,507,4360310,"Trevor Lawrence","QB","ACC",435,0.4,0.398,0.418,408,"ACC",0.367776943092208,396.4635446534,0.49721706864564,1.32777279528768,4.52727272727273,70,1.419,-0.0340941424172333,-34.8442135504124,0.331702544031311,1.1962528449149,0.261627906976744,2,73,-1.163,3,2.27,1.37,2,29.7,3,1,32.7,1,892.45,6,5,3
"485",470,"UCLA",-0.14,-0.15,-0.05,-6.1,2018,439,4367178,"Dorian Thompson-Robinson","QB","Pac-12",200,0.221,0.201,0.341,498,"Pac-12",0.178732710304576,152.816467310412,0.431578947368421,1.22974276916738,3.5,74.1,1.069,0.225796567803375,200.7331487772,0.470191226096738,1.19796997068612,0.162,4.2875,68.3,-1.504,83,-0.16,-0.13,78,-0.4,76,0.25,0.8,68,778.12,19,-49,-57
"486",470,"UCLA",-0.14,-0.15,-0.05,-6.1,2018,457,3115966,"Wilton Speight","QB","Pac-12",245,0.27,0.256,0.39,498,"Pac-12",0.178732710304576,152.816467310412,0.431578947368421,1.22974276916738,3.5,74.1,1.069,0.225796567803375,200.7331487772,0.470191226096738,1.19796997068612,0.162,4.2875,68.3,-1.504,83,-0.16,-0.13,78,-0.4,76,0.25,0.8,68,778.12,19,-49,-57
"487",471,"Arizona",-0.14,-0.15,0.18,-0.6,2018,511,4039602,"Khalil Tate","QB","Pac-12",287,0.423,0.443,0.314,391,"Pac-12",0.217906843262446,193.719183660315,0.422947131608549,1.30583060458085,3.51111111111111,71.7,1.284,0.20704472486429,186.340252377861,0.415555555555556,1.31776499607149,0.215596330275229,3.93589743589744,71.7,-1.253,66,0.03,-0.08,70,3.6,58,0.417,1.9,64,580.54,53,-11,-5
"488",472,"Rutgers",-0.14,-0.25,0.18,-5.7,2018,390,4361530,"Artur Sitkowski","QB","Big Ten",293,-0.134,-0.134,-0.132,475,"Big Ten",-0.0196400448977802,-15.2406748406774,0.332474226804124,1.11898874094385,2.75,74.7,1.076,0.181881483766243,154.053616750008,0.426210153482881,1.2324581108173,0.186695278969957,3.38157894736842,69,-1.513,107,-1,-0.58,106,-12.3,108,0.083,-10.4,100,561.12,62,-38,-46
"489",473,"Tennessee",-0.17,-0.15,0.16,-0.5,2018,465,4035167,"Jarrett Guarantano","QB","SEC",285,0.291,0.314,-0.004,487,"SEC",0.131040359315654,93.9559376293238,0.387726638772664,1.33925669741991,3.47540983606557,71.1,1.321,0.182492168905001,147.271180306336,0.462205700123916,1.11395529015137,0.17688679245283,3.83783783783784,71.5,-1.321,52,0.24,0.09,57,5.5,48,0.417,1.2,65,825.7,15,-50,-33
"490",474,"Florida State",-0.18,-0.07,0.01,-10.9,2018,420,3921561,"Deondre Francois","QB","ACC",468,0.182,0.2,0.034,419,"ACC",0.100840101012019,85.4115655571798,0.338842975206612,1.42103980524596,3.41666666666667,74,1.13,0.0894212415741209,86.3809193606008,0.398550724637681,1.21011920521116,0.207188160676533,3.37234042553191,64.5,-1.768,80,-0.13,-0.16,84,1.4,71,0.417,0.9,67,902.08,5,-62,-66
"491",475,"Kent State",-0.21,-0.13,-0.14,-8.9,2018,406,4362340,"Woody Barrett","QB","Mid-American",546,0.112,-0.012,0.565,433,"Mid-American",0.125287153540978,114.888319797077,0.374045801526718,1.3387231216947,3.35616438356164,73.4,1.149,0.218936137067719,195.291034264405,0.433856502242152,1.32934499287232,0.184466019417476,3.79787234042553,65.5,-1.794,123,-1.55,-0.86,121,-20.4,124,0.167,-19.4,123,347.99,121,-2,-3
"492",476,"Michigan State",-0.21,-0.23,0.06,-1.6,2018,405,3929824,"Brian Lewerke","QB","Big Ten",423,0.108,0.07,0.29,447,"Big Ten",0.0285788144216074,27.6928711745376,0.377708978328173,1.09968779918957,2.77333333333333,72,1.314,0.0351375436969177,30.7102131911061,0.367276887871854,1.10636481786769,0.278551532033426,2.28767123287671,70.6,-1.391,32,0.65,0.3,38,11.5,30,0.538,9.8,32,687.18,30,-2,0
"493",477,"Tulsa",-0.21,0.07,0.02,-0.6,2018,413,4244601,"Seth Boomer","QB","American Athletic",252,0.155,0.14,0.251,495,"American Athletic",0.125800177445629,113.345959878511,0.428412874583796,1.15504734430634,3.56578947368421,70.4,1.38,0.172417691244663,151.210315221569,0.44811858608894,1.07764008352075,0.16044776119403,3.64197530864198,69.7,-1.433,102,-0.92,-0.53,100,-11.2,107,0.25,-10.5,101,367.49,111,10,4
